address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"309 Highland Avenue, Somerville MA 02144",Highland Avenue,309,42.393123,-71.113669,Brown,Brown,10,0.2893,Kennedy,0.2749,0.0144,True,False,0.2893,0.2749,1.1129,0.7655,0.9826,1.2385,1.4954,,,,,
"324 Highland Avenue, Somerville MA 02144",Highland Avenue,324,42.393177,-71.115151,Brown,Brown,9,0.2909,Kennedy,0.2625,0.0284,True,False,0.2909,0.2625,1.0671,0.841,1.0537,1.2894,1.5707,,,,,
"339 Highland Avenue, Somerville MA 02144",Highland Avenue,339,42.394086,-71.116244,Brown,Brown,7,0.2497,Brown,0.2497,0.0,False,False,0.2497,0.3267,0.9842,0.9059,1.0919,1.3734,1.6362,,,,,
"354 Highland Avenue, Somerville MA 02144",Highland Avenue,354,42.394174,-71.117385,Brown,Brown,8,0.2763,Brown,0.2763,0.0,False,False,0.2763,0.3441,0.9494,0.9642,1.1475,1.4166,1.6946,,,,,
"369 Highland Avenue, Somerville MA 02144",Highland Avenue,369,42.394711,-71.118559,Brown,Brown,9,0.2931,Brown,0.2931,0.0,False,False,0.2931,0.3991,0.8884,1.0301,1.1997,1.4845,1.7604,,,,,
"384 Highland Avenue, Somerville MA 02144",Highland Avenue,384,42.395141,-71.119707,Brown,Brown,11,0.3268,Brown,0.3268,0.0,False,False,0.3268,0.4512,0.8362,1.0937,1.2532,1.5464,1.8237,,,,,
"399 Highland Avenue, Somerville MA 02144",Highland Avenue,399,42.395941,-71.120539,Brown,Brown,11,0.3462,Brown,0.3462,0.0,False,False,0.3462,0.5201,0.7685,1.1481,1.2895,1.6157,1.8771,,,,,
"407 Highland Avenue, Somerville MA 02144",Highland Avenue,407,42.396263,-71.121089,Brown,Brown,11,0.3683,Brown,0.3683,0.0,False,False,0.3683,0.5535,0.7372,1.181,1.3157,1.6511,1.9096,,,,,
"2 Highland Road, Somerville MA 02144",Highland Road,2,42.394982,-71.113835,Brown,Brown,5,0.1605,Brown,0.1605,0.0,False,False,0.1605,0.396,1.0063,0.8008,0.959,1.3466,1.529,,,,,
"17 Highland Road, Somerville MA 02144",Highland Road,17,42.395364,-71.113496,Brown,Brown,5,0.1364,Brown,0.1364,0.0,False,False,0.1364,0.4257,0.9975,0.7924,0.9374,1.3586,1.5187,,,,,
"32 Highland Road, Somerville MA 02144",Highland Road,32,42.395591,-71.112981,Brown,Brown,5,0.1294,Brown,0.1294,0.0,False,False,0.1294,0.4478,1.0037,0.7729,0.9091,1.3574,1.4975,,,,,
"47 Highland Road, Somerville MA 02144",Highland Road,47,42.396126,-71.112548,Brown,Brown,4,0.1103,Brown,0.1103,0.0,False,False,0.1103,0.4897,0.9928,0.7663,0.8824,1.3772,1.4868,,,,,
"62 Highland Road, Somerville MA 02144",Highland Road,62,42.396563,-71.112325,Brown,Brown,3,0.1,Brown,0.1,0.0,False,False,0.1,0.5219,0.9802,0.7687,0.8682,1.3975,1.4852,,,,,
"77 Highland Road, Somerville MA 02144",Highland Road,77,42.397045,-71.11189,Brown,Brown,3,0.1096,Brown,0.1096,0.0,False,False,0.1096,0.5606,0.9748,0.7645,0.8441,1.4157,1.4752,,,,,
"92 Highland Road, Somerville MA 02144",Highland Road,92,42.397154,-71.111926,Brown,Brown,3,0.1068,Brown,0.1068,0.0,False,False,0.1068,0.5671,0.9686,0.7698,0.8457,1.4232,1.4795,,,,,
"107 Highland Road, Somerville MA 02144",Highland Road,107,42.397813,-71.111378,Brown,Brown,4,0.1389,Brown,0.1389,0.0,False,False,0.1389,0.6194,0.9622,0.7697,0.8175,1.4507,1.47,,,,,
"122 Highland Road, Somerville MA 02144",Highland Road,122,42.398387,-71.111582,Brown,Brown,5,0.1448,Brown,0.1448,0.0,False,False,0.1448,0.6535,0.9304,0.8007,0.8298,1.4909,1.495,,,,,
"137 Highland Road, Somerville MA 02144",Highland Road,137,42.398049,-71.111684,Brown,Brown,4,0.1294,Brown,0.1294,0.0,False,False,0.1294,0.6297,0.9399,0.7917,0.8337,1.4723,1.4906,,,,,
"140 Highland Road, Somerville MA 02144",Highland Road,140,42.398894,-71.111242,Brown,Brown,6,0.179,Brown,0.179,0.0,False,False,0.179,0.6922,0.9251,0.8078,0.8158,1.5149,1.4936,,,,,
"9 Josephine Avenue, Somerville MA 02144",Josephine Avenue,9,42.395747,-71.114571,Brown,Brown,3,0.1112,Brown,0.1112,0.0,False,False,0.1112,0.442,0.9416,0.8529,0.988,1.4115,1.5786,,,,,
"24 Josephine Avenue, Somerville MA 02144",Josephine Avenue,24,42.396137,-71.114342,Brown,Brown,3,0.0823,Brown,0.0823,0.0,False,False,0.0823,0.4702,0.9289,0.8512,0.9733,1.427,1.5746,,,,,
"39 Josephine Avenue, Somerville MA 02144",Josephine Avenue,39,42.396653,-71.113986,Brown,Brown,2,0.0449,Brown,0.0449,0.0,False,False,0.0449,0.5081,0.9152,0.8482,0.9523,1.4468,1.5677,,,,,
"54 Josephine Avenue, Somerville MA 02144",Josephine Avenue,54,42.397087,-71.113703,Brown,Brown,1,0.0216,Brown,0.0216,0.0,False,False,0.0216,0.54,0.9042,0.8478,0.9365,1.4645,1.5634,,,,,
"69 Josephine Avenue, Somerville MA 02144",Josephine Avenue,69,42.397586,-71.113324,Brown,Brown,1,0.0401,Brown,0.0401,0.0,False,False,0.0401,0.5774,0.895,0.8466,0.9166,1.4842,1.5568,,,,,
"84 Josephine Avenue, Somerville MA 02144",Josephine Avenue,84,42.398142,-71.11345,Brown,Brown,2,0.0647,Brown,0.0647,0.0,False,False,0.0647,0.614,0.8651,0.8713,0.924,1.5207,1.5765,,,,,
"99 Josephine Avenue, Somerville MA 02144",Josephine Avenue,99,42.39852,-71.112717,Brown,Brown,3,0.1069,Brown,0.1069,0.0,False,False,0.1069,0.647,0.8782,0.8537,0.8883,1.5255,1.5518,,,,,
"114 Josephine Avenue, Somerville MA 02144",Josephine Avenue,114,42.399074,-71.112826,Brown,Brown,4,0.1365,Brown,0.1365,0.0,False,False,0.1365,0.6832,0.8512,0.88,0.8976,1.5619,1.5723,,,,,
"129 Josephine Avenue, Somerville MA 02144",Josephine Avenue,129,42.398667,-71.113003,Brown,Brown,3,0.1074,Brown,0.1074,0.0,False,False,0.1074,0.6539,0.8604,0.8714,0.9036,1.5413,1.5692,,,,,
"134 Josephine Avenue, Somerville MA 02144",Josephine Avenue,134,42.399744,-71.112289,Brown,Brown,5,0.1902,Brown,0.1902,0.0,False,False,0.1902,0.7343,0.8486,0.8862,0.8772,1.5909,1.5672,,,,,
"93 Kidder Avenue, Somerville MA 02144",Kidder Avenue,93,42.397915,-71.114433,Brown,Brown,2,0.0475,Brown,0.0475,0.0,False,False,0.0475,0.5918,0.8378,0.9072,0.9736,1.5328,1.6177,,,,,
"108 Kidder Avenue, Somerville MA 02144",Kidder Avenue,108,42.397745,-71.114833,Brown,Brown,2,0.052,Brown,0.052,0.0,False,False,0.052,0.5785,0.8312,0.9197,0.9937,1.5337,1.6329,,,,,
"123 Kidder Avenue, Somerville MA 02144",Kidder Avenue,123,42.397014,-71.112029,Brown,Brown,3,0.103,Brown,0.103,0.0,False,False,0.103,0.5563,0.9708,0.7697,0.8513,1.4172,1.4812,,,,,
"138 Kidder Avenue, Somerville MA 02144",Kidder Avenue,138,42.397636,-71.114543,Brown,Brown,2,0.0357,Brown,0.0357,0.0,False,False,0.0357,0.5721,0.847,0.9031,0.9788,1.5194,1.6164,,,,,
"153 Kidder Avenue, Somerville MA 02144",Kidder Avenue,153,42.39693,-71.111805,Brown,Brown,3,0.1154,Brown,0.1154,0.0,False,False,0.1154,0.5546,0.9833,0.7568,0.8401,1.4067,1.4684,,,,,
"157 Kidder Avenue, Somerville MA 02144",Kidder Avenue,157,42.396161,-71.110582,Brown,Brown,5,0.1919,Brown,0.1919,0.0,False,False,0.1919,0.5316,1.0653,0.6768,0.7824,1.3305,1.392,,,,,
"6 Liberty Avenue, Somerville MA 02144",Liberty Avenue,6,42.400597,-71.115056,Brown,Brown,8,0.2338,Brown,0.2338,0.0,False,False,0.2338,0.7748,0.6979,1.0339,1.0271,1.7086,1.7199,,,,,
"21 Liberty Avenue, Somerville MA 02144",Liberty Avenue,21,42.400167,-71.115398,Brown,Brown,7,0.2102,Brown,0.2102,0.0,False,False,0.2102,0.7448,0.7005,1.0308,1.0385,1.6915,1.723,,,,,
"36 Liberty Avenue, Somerville MA 02144",Liberty Avenue,36,42.399576,-71.115736,Brown,Brown,6,0.1801,Brown,0.1801,0.0,False,False,0.1801,0.704,0.7121,1.0226,1.0492,1.6654,1.7222,,,,,
"51 Liberty Avenue, Somerville MA 02144",Liberty Avenue,51,42.39926,-71.116518,Brown,Brown,6,0.1862,Brown,0.1862,0.0,False,False,0.1862,0.684,0.6967,1.0454,1.0862,1.6682,1.7506,,,,,
"66 Liberty Avenue, Somerville MA 02144",Liberty Avenue,66,42.398807,-71.116705,Brown,Brown,5,0.1724,Brown,0.1724,0.0,False,False,0.1724,0.6536,0.7118,1.0385,1.0927,1.6474,1.748,,,,,
"81 Liberty Avenue, Somerville MA 02144",Liberty Avenue,81,42.39831,-71.117089,Brown,Brown,5,0.1719,Brown,0.1719,0.0,False,False,0.1719,0.6216,0.7236,1.0401,1.11,1.6303,1.7544,,,,,
"96 Liberty Avenue, Somerville MA 02144",Liberty Avenue,96,42.397954,-71.1173,Brown,Brown,6,0.1738,Brown,0.1738,0.0,False,False,0.1738,0.5988,0.7353,1.0393,1.1199,1.6165,1.7565,,,,,
"111 Liberty Avenue, Somerville MA 02144",Liberty Avenue,111,42.397623,-71.117165,Brown,Brown,6,0.1625,Brown,0.1625,0.0,False,False,0.1625,0.5751,0.7574,1.0236,1.1126,1.594,1.7427,,,,,
"125 Liberty Avenue, Somerville MA 02144",Liberty Avenue,125,42.397579,-71.117196,Brown,Brown,6,0.1637,Brown,0.1637,0.0,False,False,0.1637,0.5724,0.7588,1.0239,1.1142,1.5925,1.7432,,,,,
"121 Liberty Road, Somerville MA 02144",Liberty Road,121,42.397127,-71.117871,Brown,Brown,7,0.1974,Brown,0.1974,0.0,False,False,0.1974,0.548,0.7632,1.0439,1.149,1.5885,1.7667,,,,,
"130 Liberty Road, Somerville MA 02144",Liberty Road,130,42.396752,-71.117811,Brown,Brown,8,0.1976,Brown,0.1976,0.0,False,False,0.1976,0.522,0.7862,1.0319,1.1468,1.5663,1.7565,,,,,
"5 Lowden Avenue, Somerville MA 02144",Lowden Avenue,5,42.400189,-71.11392,Brown,Brown,6,0.1995,Brown,0.1995,0.0,False,False,0.1995,0.7508,0.7618,0.9707,0.9647,1.6561,1.6554,,,,,
"20 Lowden Avenue, Somerville MA 02144",Lowden Avenue,20,42.399804,-71.114153,Brown,Brown,6,0.173,Brown,0.173,0.0,False,False,0.173,0.7231,0.7668,0.9644,0.9717,1.6384,1.6548,,,,,
"35 Lowden Avenue, Somerville MA 02144",Lowden Avenue,35,42.399201,-71.114585,Brown,Brown,5,0.1344,Brown,0.1344,0.0,False,False,0.1344,0.6797,0.774,0.9592,0.9877,1.613,1.658,,,,,
"50 Lowden Avenue, Somerville MA 02144",Lowden Avenue,50,42.398651,-71.114455,Brown,Brown,4,0.0959,Brown,0.0959,0.0,False,False,0.0959,0.6423,0.8033,0.9334,0.9774,1.5769,1.6372,,,,,
"65 Lowden Avenue, Somerville MA 02144",Lowden Avenue,65,42.398296,-71.11526,Brown,Brown,3,0.0937,Brown,0.0937,0.0,False,False,0.0937,0.6156,0.7891,0.9568,1.0168,1.5775,1.6665,,,,,
"80 Lowden Avenue, Somerville MA 02144",Lowden Avenue,80,42.397652,-71.115135,Brown,Brown,3,0.0623,Brown,0.0623,0.0,False,False,0.0623,0.5713,0.8248,0.9306,1.0091,1.5366,1.6452,,,,,
"93 Lowden Avenue, Somerville MA 02144",Lowden Avenue,93,42.397399,-71.115864,Brown,Brown,4,0.0948,Brown,0.0948,0.0,False,False,0.0948,0.5538,0.8122,0.9567,1.0463,1.5429,1.6748,,,,,
"9 Mallet Street, Somerville MA 02144",Mallet Street,9,42.399305,-71.113812,Brown,Brown,4,0.1388,Brown,0.1388,0.0,False,False,0.1388,0.6907,0.801,0.9303,0.9495,1.5998,1.6247,,,,,
"Maxwell's Green, Somerville MA 02144",Maxwell's Green,center,42.393231,-71.106296,Brown,Brown,15,0.4838,Winter Hill,0.3976,0.0862,True,False,0.4838,0.5406,1.3631,0.3976,0.6322,1.0555,1.1269,,,,,
"2 Morrison Avenue, Somerville MA 02144",Morrison Avenue,2,42.39433,-71.11106,Brown,Brown,9,0.2546,Brown,0.2546,0.0,False,False,0.2546,0.4104,1.1344,0.6523,0.8311,1.2317,1.3808,,,,,
"17 Morrison Avenue, Somerville MA 02144",Morrison Avenue,17,42.394819,-71.111647,Brown,Brown,7,0.2097,Brown,0.2097,0.0,False,False,0.2097,0.4242,1.0892,0.6909,0.8519,1.2761,1.418,,,,,
"32 Morrison Avenue, Somerville MA 02144",Morrison Avenue,32,42.394627,-71.11237,Brown,Brown,7,0.2029,Brown,0.2029,0.0,False,False,0.2029,0.3961,1.0738,0.7222,0.8908,1.2845,1.4506,,,,,
"47 Morrison Avenue, Somerville MA 02144",Morrison Avenue,47,42.395153,-71.112927,Brown,Brown,6,0.1584,Brown,0.1584,0.0,False,False,0.1584,0.4198,1.0278,0.7602,0.9113,1.3304,1.487,,,,,
"62 Morrison Avenue, Somerville MA 02144",Morrison Avenue,62,42.395345,-71.113743,Brown,Brown,5,0.1359,Brown,0.1359,0.0,False,False,0.1359,0.4215,0.9902,0.8039,0.9501,1.3646,1.5306,,,,,
"77 Morrison Avenue, Somerville MA 02144",Morrison Avenue,77,42.397137,-71.118552,Brown,Brown,8,0.232,Brown,0.232,0.0,False,False,0.232,0.5573,0.7432,1.0766,1.1837,1.6107,1.8002,,,,,
"92 Morrison Avenue, Somerville MA 02144",Morrison Avenue,92,42.395648,-71.114962,Brown,Brown,3,0.1242,Brown,0.1242,0.0,False,False,0.1242,0.4335,0.9342,0.8695,1.0086,1.4175,1.5961,,,,,
"107 Morrison Avenue, Somerville MA 02144",Morrison Avenue,107,42.395526,-71.11571,Brown,Brown,4,0.1503,Brown,0.1503,0.0,False,False,0.1503,0.4242,0.9174,0.9033,1.0476,1.4335,1.6309,,,,,
"122 Morrison Avenue, Somerville MA 02144",Morrison Avenue,122,42.395796,-71.116448,Brown,Brown,5,0.1622,Brown,0.1622,0.0,False,False,0.1622,0.4453,0.8802,0.9448,1.0827,1.4713,1.672,,,,,
"137 Morrison Avenue, Somerville MA 02144",Morrison Avenue,137,42.396345,-71.11697,Brown,Brown,6,0.1649,Brown,0.1649,0.0,False,False,0.1649,0.4863,0.8338,0.982,1.1057,1.5176,1.7076,,,,,
"152 Morrison Avenue, Somerville MA 02144",Morrison Avenue,152,42.396952,-71.118316,Brown,Brown,8,0.221,Brown,0.221,0.0,False,False,0.221,0.5417,0.7604,1.0608,1.172,1.5932,1.7851,,,,,
"167 Morrison Avenue, Somerville MA 02144",Morrison Avenue,167,42.396592,-71.118412,Brown,Brown,8,0.2299,Brown,0.2299,0.0,False,False,0.2299,0.5191,0.7788,1.0572,1.178,1.577,1.783,,,,,
"182 Morrison Avenue, Somerville MA 02144",Morrison Avenue,182,42.396813,-71.11905,Brown,Brown,9,0.2594,Brown,0.2594,0.0,False,False,0.2594,0.5437,0.7489,1.0929,1.2098,1.6097,1.8185,,,,,
"197 Morrison Avenue, Somerville MA 02144",Morrison Avenue,197,42.397593,-71.119266,Brown,Brown,9,0.2689,Brown,0.2689,0.0,False,False,0.2689,0.5982,0.697,1.1219,1.2198,1.6581,1.8442,,,,,
"212 Morrison Avenue, Somerville MA 02144",Morrison Avenue,212,42.397432,-71.119715,Brown,Brown,10,0.2912,Brown,0.2912,0.0,False,False,0.2912,0.5955,0.6949,1.1393,1.2427,1.6642,1.8629,,,,,
"227 Morrison Avenue, Somerville MA 02144",Morrison Avenue,227,42.397269,-71.120128,Brown,Brown,10,0.3122,Brown,0.3122,0.0,False,False,0.3122,0.5931,0.6946,1.1552,1.2639,1.6694,1.88,,,,,
"232 Morrison Avenue, Somerville MA 02144",Morrison Avenue,232,42.397579,-71.120096,Brown,Brown,10,0.3111,Brown,0.3111,0.0,False,False,0.3111,0.6122,0.6765,1.1611,1.2622,1.6845,1.8844,,,,,
"5 Morrison Place, Somerville MA 02144",Morrison Place,5,42.397068,-71.118287,Brown,Brown,8,0.2188,Brown,0.2188,0.0,False,False,0.2188,0.5491,0.7546,1.0622,1.1703,1.5985,1.7859,,,,,
"8 Morrison Place, Somerville MA 02144",Morrison Place,8,42.397176,-71.118548,Brown,Brown,8,0.2317,Brown,0.2317,0.0,False,False,0.2317,0.5598,0.741,1.0773,1.1834,1.6126,1.8008,,,,,
"9 Murdock Street, Somerville MA 02145",Murdock Street,9,42.396222,-71.109161,Brown,Brown,13,0.2584,Brown,0.2584,0.0,False,False,0.2584,0.573,1.1188,0.6154,0.71,1.3029,1.3249,,,,,
"24 Murdock Street, Somerville MA 02145",Murdock Street,24,42.395872,-71.108935,Brown,Brown,13,0.2772,Brown,0.2772,0.0,False,False,0.2772,0.5601,1.1428,0.5933,0.7021,1.2761,1.306,,,,,
"39 Murdock Street, Somerville MA 02145",Murdock Street,39,42.395207,-71.108516,Brown,Brown,13,0.3155,Brown,0.3155,0.0,False,False,0.3155,0.5381,1.1884,0.553,0.6902,1.2254,1.2715,,,,,
"54 Murdock Street, Somerville MA 02145",Murdock Street,54,42.394986,-71.107908,Brown,Brown,13,0.3501,Brown,0.3501,0.0,False,False,0.3501,0.5483,1.222,0.5184,0.664,1.199,1.2373,,,,,
"65 Murdock Street, Somerville MA 02145",Murdock Street,65,42.394654,-71.108468,Brown,Brown,12,0.3368,Brown,0.3368,0.0,False,False,0.3368,0.5119,1.2149,0.5349,0.6977,1.1896,1.2583,,,,,
"2 Pearson Avenue, Somerville MA 02144",Pearson Avenue,2,42.394875,-71.112552,Brown,Brown,6,0.1835,Brown,0.1835,0.0,False,False,0.1835,0.4083,1.0548,0.7361,0.8962,1.3039,1.4637,,,,,
"17 Pearson Avenue, Somerville MA 02144",Pearson Avenue,17,42.395525,-71.112093,Brown,Brown,5,0.157,Brown,0.157,0.0,False,False,0.157,0.4587,1.0385,0.729,0.865,1.3296,1.4527,,,,,
"32 Pearson Avenue, Somerville MA 02144",Pearson Avenue,32,42.395908,-71.112307,Brown,Brown,5,0.1297,Brown,0.1297,0.0,False,False,0.1297,0.4795,1.0121,0.7491,0.872,1.3579,1.4706,,,,,
"47 Pearson Avenue, Somerville MA 02144",Pearson Avenue,47,42.396169,-71.11166,Brown,Brown,4,0.1432,Brown,0.1432,0.0,False,False,0.1432,0.5083,1.0237,0.7263,0.837,1.357,1.4445,,,,,
"62 Pearson Avenue, Somerville MA 02144",Pearson Avenue,62,42.396592,-71.111391,Brown,Brown,4,0.1424,Brown,0.1424,0.0,False,False,0.1424,0.5406,1.0145,0.7272,0.8205,1.3761,1.4407,,,,,
"77 Pearson Avenue, Somerville MA 02144",Pearson Avenue,77,42.397024,-71.111076,Brown,Brown,4,0.1509,Brown,0.1509,0.0,False,False,0.1509,0.5743,1.0078,0.7277,0.8027,1.3951,1.4357,,,,,
"92 Pearson Avenue, Somerville MA 02144",Pearson Avenue,92,42.39694,-71.111156,Brown,Brown,4,0.1478,Brown,0.1478,0.0,False,False,0.1478,0.5674,1.0083,0.7283,0.807,1.3918,1.4376,,,,,
"107 Pearson Avenue, Somerville MA 02144",Pearson Avenue,107,42.397278,-71.111289,Brown,Brown,4,0.1388,Brown,0.1388,0.0,False,False,0.1388,0.5864,0.9883,0.7461,0.813,1.4157,1.4521,,,,,
"116 Pearson Avenue, Somerville MA 02144",Pearson Avenue,116,42.398218,-71.110742,Brown,Brown,6,0.1784,Brown,0.1784,0.0,False,False,0.1784,0.6571,0.9723,0.7592,0.7863,1.4618,1.4511,,,,,
"1 Pearson Road, Somerville MA 02144",Pearson Road,1,42.400712,-71.113871,Brown,Brown,7,0.2357,Brown,0.2357,0.0,False,False,0.2357,0.7869,0.745,0.9911,0.9697,1.6869,1.6693,,,,,
"16 Pearson Road, Somerville MA 02144",Pearson Road,16,42.401215,-71.114305,Brown,Brown,8,0.2708,Brown,0.2708,0.0,False,False,0.2708,0.8195,0.7086,1.0302,0.9996,1.728,1.7049,,,,,
"31 Pearson Road, Somerville MA 02144",Pearson Road,31,42.401617,-71.114544,Brown,Brown,9,0.2994,Brown,0.2994,0.0,False,False,0.2994,0.8464,0.6847,1.0575,1.0187,1.7582,1.7287,,,,,
"39 Pearson Road, Somerville MA 02144",Pearson Road,39,42.401859,-71.114583,Brown,Brown,9,0.3162,Brown,0.3162,0.0,False,False,0.3162,0.863,0.6754,1.0699,1.0254,1.774,1.7384,,,,,
"1 Powder House Terrace, Somerville MA 02144",Powder House Terrace,1,42.39898,-71.117338,Brown,Brown,6,0.2056,Brown,0.2056,0.0,False,False,0.2056,0.6692,0.6808,1.0726,1.1259,1.6755,1.7824,,,,,
"16 Powder House Terrace, Somerville MA 02144",Powder House Terrace,16,42.399559,-71.117398,Brown,Brown,7,0.2328,Brown,0.2328,0.0,False,False,0.2328,0.7092,0.65,1.0946,1.1332,1.7103,1.8,,,,,
"31 Powder House Terrace, Somerville MA 02144",Powder House Terrace,31,42.399462,-71.117358,Brown,Brown,7,0.2268,Brown,0.2268,0.0,False,False,0.2268,0.7023,0.6562,1.0895,1.1303,1.7036,1.7955,,,,,
"39 Powder House Terrace, Somerville MA 02144",Powder House Terrace,39,42.399534,-71.116279,Brown,Brown,6,0.1928,Brown,0.1928,0.0,False,False,0.1928,0.7021,0.6929,1.0446,1.0763,1.6776,1.7465,,,,,
"5 Prichard Avenue, Somerville MA 02144",Prichard Avenue,5,42.395027,-71.111646,Brown,Brown,7,0.1981,Brown,0.1981,0.0,False,False,0.1981,0.437,1.079,0.6956,0.8488,1.2884,1.4215,,,,,
"20 Prichard Avenue, Somerville MA 02144",Prichard Avenue,20,42.395435,-71.11179,Brown,Brown,6,0.1717,Brown,0.1717,0.0,False,False,0.1717,0.4592,1.0538,0.7123,0.8508,1.3164,1.4361,,,,,
"35 Prichard Avenue, Somerville MA 02144",Prichard Avenue,35,42.395752,-71.11116,Brown,Brown,5,0.1806,Brown,0.1806,0.0,False,False,0.1806,0.4929,1.0619,0.6911,0.8155,1.3195,1.4115,,,,,
"50 Prichard Avenue, Somerville MA 02144",Prichard Avenue,50,42.396274,-71.11122,Brown,Brown,5,0.1591,Brown,0.1591,0.0,False,False,0.1591,0.524,1.0355,0.7094,0.8139,1.3526,1.4254,,,,,
"65 Prichard Avenue, Somerville MA 02144",Prichard Avenue,65,42.396722,-71.110496,Brown,Brown,5,0.1837,Brown,0.1837,0.0,False,False,0.1837,0.568,1.0439,0.6916,0.7743,1.3632,1.4007,,,,,
"80 Prichard Avenue, Somerville MA 02144",Prichard Avenue,80,42.397142,-71.110656,Brown,Brown,5,0.1715,Brown,0.1715,0.0,False,False,0.1715,0.5905,1.0196,0.7136,0.7809,1.3928,1.4186,,,,,
"95 Prichard Avenue, Somerville MA 02144",Prichard Avenue,95,42.397682,-71.110223,Brown,Brown,6,0.195,Brown,0.195,0.0,False,False,0.195,0.6337,1.0151,0.716,0.7585,1.4171,1.4121,,,,,
"100 Prichard Avenue, Somerville MA 02144",Prichard Avenue,100,42.397651,-71.110294,Brown,Brown,6,0.1911,Brown,0.1911,0.0,False,False,0.1911,0.6302,1.0134,0.7177,0.7621,1.4167,1.4146,,,,,
"4 Princeton Street, Somerville MA 02145",Princeton Street,4,42.392857,-71.10847,Brown,Brown,18,0.4174,Brown,0.4174,0.0,False,False,0.4174,0.4324,1.2995,0.5004,0.7428,1.0783,1.2307,,,,,
"19 Princeton Street, Somerville MA 02145",Princeton Street,19,42.393201,-71.108243,Brown,Brown,13,0.4085,Brown,0.4085,0.0,False,False,0.4085,0.4554,1.2912,0.4935,0.7222,1.0942,1.2238,,,,,
"34 Princeton Street, Somerville MA 02145",Princeton Street,34,42.392803,-71.107958,Brown,Brown,17,0.4382,Brown,0.4382,0.0,False,False,0.4382,0.4524,1.3207,0.474,0.721,1.0631,1.2044,,,,,
"49 Princeton Street, Somerville MA 02145",Princeton Street,49,42.392415,-71.106647,Brown,Brown,16,0.5051,Winter Hill,0.4039,0.1012,True,False,0.5051,0.4989,1.3876,0.4039,0.6757,1.0104,1.1339,,,,,
"57 Princeton Street, Somerville MA 02145",Princeton Street,57,42.392921,-71.107325,Brown,Brown,14,0.4561,Winter Hill,0.4437,0.0124,True,False,0.4561,0.4844,1.3384,0.4437,0.6886,1.0565,1.1741,,,,,
"2 Rogers Avenue, Somerville MA 02144",Rogers Avenue,2,42.395517,-71.114407,Brown,Brown,4,0.125,Brown,0.125,0.0,False,False,0.125,0.4273,0.9592,0.8398,0.9818,1.3937,1.5664,,,,,
"17 Rogers Avenue, Somerville MA 02144",Rogers Avenue,17,42.395869,-71.11363,Brown,Brown,4,0.1009,Brown,0.1009,0.0,False,False,0.1009,0.4581,0.967,0.8107,0.9393,1.3915,1.5346,,,,,
"32 Rogers Avenue, Somerville MA 02144",Rogers Avenue,32,42.396531,-71.1137,Brown,Brown,3,0.0556,Brown,0.0556,0.0,False,False,0.0556,0.5022,0.9314,0.8314,0.9383,1.4319,1.5512,,,,,
"47 Rogers Avenue, Somerville MA 02144",Rogers Avenue,47,42.396914,-71.112947,Brown,Brown,2,0.0605,Brown,0.0605,0.0,False,False,0.0605,0.5364,0.9405,0.8079,0.8984,1.4344,1.523,,,,,
"62 Rogers Avenue, Somerville MA 02144",Rogers Avenue,62,42.397578,-71.112967,Brown,Brown,2,0.0565,Brown,0.0565,0.0,False,False,0.0565,0.5807,0.9091,0.8304,0.8984,1.4746,1.5395,,,,,
"77 Rogers Avenue, Somerville MA 02144",Rogers Avenue,77,42.397848,-71.112287,Brown,Brown,3,0.0957,Brown,0.0957,0.0,False,False,0.0957,0.6074,0.924,0.8101,0.864,1.4742,1.5139,,,,,
"92 Rogers Avenue, Somerville MA 02144",Rogers Avenue,92,42.398407,-71.112415,Brown,Brown,4,0.1116,Brown,0.1116,0.0,False,False,0.1116,0.643,0.8952,0.8365,0.8723,1.5114,1.5346,,,,,
"107 Rogers Avenue, Somerville MA 02144",Rogers Avenue,107,42.398147,-71.112501,Brown,Brown,3,0.0966,Brown,0.0966,0.0,False,False,0.0966,0.6245,0.9026,0.8303,0.8757,1.4975,1.5318,,,,,
"122 Rogers Avenue, Somerville MA 02144",Rogers Avenue,122,42.39923,-71.111848,Brown,Brown,5,0.173,Brown,0.173,0.0,False,False,0.173,0.7054,0.8866,0.8465,0.8494,1.5492,1.5315,,,,,
"130 Rogers Avenue, Somerville MA 02144",Rogers Avenue,130,42.39935,-71.111782,Brown,Brown,5,0.1815,Brown,0.1815,0.0,False,False,0.1815,0.7143,0.885,0.849,0.8473,1.5552,1.532,,,,,
"10 Warwick Street, Somerville MA 02145",Warwick Street,10,42.394533,-71.110144,Brown,Brown,9,0.2748,Brown,0.2748,0.0,False,False,0.2748,0.4491,1.1574,0.6119,0.7823,1.2207,1.3388,,,,,
